UF;Cidade;PIB;População (2009);PIB percapita
MINAS GERAIS;Lamim;16759.16;3654;4586.52
BAHIA;Dom Basílio;84668.91;11620;7286.48
MINAS GERAIS;Periquito;42513.59;7161;5936.82
RIO GRANDE DO SUL;São Lourenço do Sul;528960375.00;43388;12191.40
PARAÍBA;Cuité de Mamanguape;40357.05;6737;5990.36
SÃO PAULO;Tupi Paulista;151365.19;14389;10519.51
RIO GRANDE DO SUL;Serafina Corrêa;328562.91;14733;22301.15
SANTA CATARINA;Laguna;442331.41;51691;8557.22
GOIÁS;Teresina de Goiás;14530.07;2915;4984.59
SÃO PAULO;Caiabu;32694.50;4131;7914.43
PARAÍBA;Marizópolis;23577.14;6457;3651.41
TOCANTINS;Fortaleza do Tabocão;67903.19;2149;31597.58
RIO GRANDE DO NORTE;São Miguel;99753.36;23593;4228.09
RIO GRANDE DO NORTE;Augusto Severo;39951.48;9203;4341.14
MATO GROSSO DO SUL;Laguna Carapã;114866.70;6031;19046.05
MARANHÃO;São Luís;15337347.00;997098;15381.99
MINAS GERAIS;São Sebastião do Maranhão;43979.27;12099;3634.95
TOCANTINS;São Sebastião do Tocantins;19921.65;4441;4485.85
MATO GROSSO DO SUL;Mundo Novo;175220.86;16506;10615.59
PARANÁ;Tibagi;324484.22;19421;16707.91
SÃO PAULO;Itatinga;226146.06;19085;11849.41
SÃO PAULO;Ribeirão Grande;82653.46;6992;11821.15
MARANHÃO;Sucupira do Riachão;15975.89;4869;3281.14
RIO GRANDE DO NORTE;Alexandria;61343.27;14151;4334.91
MATO GROSSO;Jauru;125273.62;10748;11655.53
BAHIA;Saúde;41634.65;12355;3369.86
MINAS GERAIS;Pai Pedro;26079.73;6217;4194.91
SÃO PAULO;Echaporã;75944.73;6239;12172.58
MATO GROSSO;Nova Lacerda;73640.67;5252;14021.45
SÃO PAULO;Ibirá;110655.30;11141;9932.26
SANTA CATARINA;Sangão;127265.71;11121;11443.73
PARAÍBA;Queimadas;194858.92;40323;4832.45
RIO GRANDE DO SUL;Paraí;130695.26;6979;18726.93
RIO GRANDE DO SUL;Vale Real;48317.96;5031;9604.05
PARAÍBA;Alagoinha;48926.35;13470;3632.25
BAHIA;Caraíbas;32104.37;10495;3059.02
BAHIA;Laje;128748.09;22180;5804.69
MINAS GERAIS;Campestre;193952.31;20854;9300.48
RIO GRANDE DO SUL;Palmitinho;75226.93;7134;10544.85
RONDÔNIA;Rolim de Moura;520219.56;50499;10301.58
RIO DE JANEIRO;Valença;756277.19;75819;9974.77
GOIÁS;Campinaçu;29268.21;3908;7489.31
SANTA CATARINA;Itapema;498226.28;36629;13601.96
RIO GRANDE DO SUL;Santana da Boa Vista;83511.52;8891;9392.81
RIO GRANDE DO SUL;Sede Nova;42928.94;2996;14328.75
ESPIRITO SANTO;Brejetuba;112031.09;11097;10095.62
RIO GRANDE DO NORTE;Francisco Dantas;14319.34;3008;4760.42
RIO GRANDE DO SUL;Gramado Xavier;42941.71;4124;10412.64
SÃO PAULO;Itupeva;1736231125.00;42458;40892.91
PARANÁ;Nova Tebas;54613.17;8283;6593.40
PARANÁ;Santo Antônio do Caiuá;26489.56;2733;9692.48
SANTA CATARINA;Pedras Grandes;66016.49;4515;14621.59
MINAS GERAIS;Berilo;55482.60;13717;4044.81
SÃO PAULO;Penápolis;890737.94;59597;14946.02
MATO GROSSO;Várzea Grande;3000096.00;240038;12498.42
GOIÁS;Itapuranga;192856.98;25170;7662.18
CEARÁ;Carnaubal;65062.31;16755;3883.16
RIO GRANDE DO NORTE;Santana do Seridó;15413375.00;2858;5393.06
BAHIA;Lajedinho;19471.34;4468;4357.96
PARANÁ;Cantagalo;112364.61;12733;8824.68
ALAGOAS;Barra de Santo Antônio;53292.32;14435;3691.88
RIO GRANDE DO NORTE;São Rafael;39029.38;8357;4670.26
GOIÁS;Mundo Novo;56638.42;6787;8345.13
PIAUÍ;São José do Divino;20682.10;5217;3964.37
RIO GRANDE DO SUL;Vacaria;926080.94;62831;14739.24
PERNAMBUCO;Itapissuma;558914875.00;24406;22900.72
MINAS GERAIS;Juvenília;28661.24;6321;4534.29
MARANHÃO;Presidente Vargas;33425.34;10191;3279.89
PARAÍBA;Natuba;45638.94;10495;4348.64
RIO GRANDE DO SUL;Fortaleza dos Valos;123020.50;4635;26541.64
RONDÔNIA;Teixeirópolis;54467.29;5010;10871.71
ESPIRITO SANTO;Marechal Floriano;184262125.00;13302;13852.21
RIO GRANDE DO SUL;Antônio Prado;234290.61;14274;16413.80
RIO GRANDE DO SUL;Carazinho;919009875.00;60388;15218.42
PARAÍBA;Riacho dos Cavalos;29296.59;8301;3529.28
CEARÁ;Potiretama;25400.77;6891;3686.08
SÃO PAULO;João Ramalho;51556.18;4344;11868.37
PARANÁ;Vitorino;146640.05;6531;22452.92
PIAUÍ;São Pedro do Piauí;48489.21;13544;3580.12
PARAÍBA;Algodão de Jandaíra;11251.96;2425;4639.98
PARANÁ;Marmeleiro;133879.64;13463;9944.26
SANTA CATARINA;Celso Ramos;32284.02;2720;11869.12
CEARÁ;Tabuleiro do Norte;137984875.00;29576;4665.43
SANTA CATARINA;Treze Tílias;316423.47;6004;52702.11
MARANHÃO;Bom Jesus das Selvas;121741.45;25473;4779.23
GOIÁS;Goianápolis;60013.34;11663;5145.62
SANTA CATARINA;Botuverá;80997.31;4345;18641.50
BAHIA;Quijingue;92821.96;28143;3298.23
MINAS GERAIS;Miradouro;148854.14;10648;13979.54
SANTA CATARINA;Vidal Ramos;109334.23;6112;17888.45
MINAS GERAIS;Ubá;1088261375.00;99708;10914.48
ALAGOAS;Boca da Mata;152409.22;26030;5855.14
PARAÍBA;Boa Ventura;21960.34;5905;3718.94
MINAS GERAIS;Pains;127580.83;8476;15052.01
SANTA CATARINA;São João Batista;343808.22;24419;14079.54
GOIÁS;Pontalina;172800.28;16687;10355.38
AMAZONAS;Boca do Acre;149755.41;31221;4796.62
PIAUÍ;Porto;32157.57;11941;2693.04
BAHIA;Jucuruçu;64516.07;10516;6135.04
MINAS GERAIS;Carangola;236816.80;33182;7136.91
MINAS GERAIS;Campos Altos;186775.02;13719;13614.33
RIO GRANDE DO SUL;Lajeado;1810064.50;72208;25067.37
MINAS GERAIS;Bom Jardim de Minas;45720.21;6657;6867.99
ALAGOAS;Porto Calvo;131020.25;26044;5030.73
PARAÍBA;Junco do Seridó;25847.86;6731;3840.12
SÃO PAULO;Cubatão;5786553.00;129582;44655.53
SÃO PAULO;Peruíbe;614539.25;57686;10653.18
PARANÁ;Cruzeiro do Oeste;275256.84;20856;13197.97
MATO GROSSO DO SUL;Rio Brilhante;600119.81;27903;21507.36
PARÁ;Igarapé-Açu;106980.84;35241;3035.69
SÃO PAULO;Natividade da Serra;45157.07;7674;5884.42
SANTA CATARINA;Grão Pará;114630.82;6278;18259.13
SANTA CATARINA;Quilombo;229696.16;11259;20401.12
RIO GRANDE DO NORTE;Várzea;22491.92;5475;4108.11
RIO GRANDE DO SUL;Rolante;218809.78;20306;10775.62
PARÁ;Ourilândia do Norte;218164.86;21327;10229.51
TOCANTINS;Conceição do Tocantins;25153.92;4541;5539.29
ESPIRITO SANTO;São José do Calçado;72256.40;10965;6589.73
SANTA CATARINA;Santa Rosa do Sul;85683.15;8241;10397.18
RIO GRANDE DO SUL;Três Passos;350329.94;23911;14651.41
SÃO PAULO;Ribeirão do Sul;56512.46;4663;12119.33
GOIÁS;Padre Bernardo;160105.70;28012;5715.61
SÃO PAULO;Nova Guataporanga;15150.57;2184;6937.07
MINAS GERAIS;São Sebastião da Vargem Alegre;26006.23;2877;9039.36
CEARÁ;Farias Brito;64205.17;19605;3274.94
MATO GROSSO;Reserva do Cabaçal;23329.37;2598;8979.74
PARÁ;Nova Ipixuna;53906.36;15097;3570.67
SANTA CATARINA;Cocal do Sul;312452.72;15229;20516.96
MATO GROSSO;Rosário Oeste;203422.33;18497;10997.58
MARANHÃO;Primeira Cruz;32579.32;12493;2607.81
MINAS GERAIS;Bonfinópolis de Minas;98593.67;5869;16799.06
MINAS GERAIS;Esmeraldas;291246.00;59408;4902.47
BAHIA;Ubatã;101273.85;26355;3842.68
RIO GRANDE DO SUL;Vale Verde;50805.16;3392;14977.94
TOCANTINS;Tupirama;34883.89;1474;23666.14
SÃO PAULO;Araçoiaba da Serra;259788.67;26626;9756.95
MINAS GERAIS;Manhumirim;211587.42;20934;10107.36
RIO GRANDE DO SUL;São Nicolau;54939.72;5959;9219.62
SERGIPE;Muribeca;42030.45;7466;5629.58
GOIÁS;Palminópolis;38439.57;3761;10220.57
PARANÁ;Mato Rico;26970.33;4205;6413.87
SANTA CATARINA;Praia Grande;79492.69;7318;10862.63
MINAS GERAIS;Carneirinho;168376.48;9143;18415.89
PARAÍBA;Areial;23932.79;6441;3715.69
PARANÁ;Cafezal do Sul;34552.43;4313;8011.23
PARANÁ;Umuarama;1252597625.00;99606;12575.52
PARANÁ;Iporã;158137.84;15227;10385.36
PARAÍBA;São José de Piranhas;80626.98;19566;4120.77
GOIÁS;Faina;58360.98;7020;8313.53
BAHIA;Teixeira de Freitas;1051444375.00;125430;8382.72
SANTA CATARINA;São Bonifácio;33398.14;3274;10201.02
MINAS GERAIS;Santa Maria de Itabira;70246.27;10821;6491.66
SÃO PAULO;Viradouro;150425.20;18110;8306.20
RIO GRANDE DO SUL;Santo Antônio do Planalto;45459.20;2108;21565.08
GOIÁS;Bela Vista de Goiás;330241.31;21679;15233.24
SÃO PAULO;Louveira;5815328.50;33251;174891.84
TOCANTINS;Peixe;278386.28;9018;30870.07
SERGIPE;SANTA LUZIA DO ITANHY;80919.07;13502;5993.12
RIO GRANDE DO NORTE;Carnaúba dos Dantas;33648.25;7083;4750.56
BAHIA;Tucano;169157.05;49827;3394.89
SANTA CATARINA;Lages;2376554.25;167805;14162.60
RIO GRANDE DO SUL;Cruzeiro do Sul;155682.80;12752;12208.50
BAHIA;Almadina;26828.51;6621;4052.03
PARAÍBA;Riachão do Poço;20743.29;4417;4696.24
BAHIA;Macururé;24953.63;7834;3185.30
CEARÁ;Tarrafas;26677.58;8900;2997.48
RIO GRANDE DO SUL;Imigrante;72431.11;3125;23177.96
BAHIA;Miguel Calmon;107699.89;27724;3884.72
MARANHÃO;Centro Novo do Maranhão;119718.23;15668;7640.94
MATO GROSSO DO SUL;Terenos;179690.81;15276;11762.95
MINAS GERAIS;Inconfidentes;46791.94;7692;6083.20
MARANHÃO;Mata Roma;57988.17;14491;4001.67
PARAÍBA;Frei Martinho;12417.98;3025;4105.12
MATO GROSSO DO SUL;Maracaju;776504.31;32492;23898.32
SÃO PAULO;Araçariguama;1460157.50;13208;110550.99
PARAÍBA;Aguiar;22089.37;5799;3809.17
SANTA CATARINA;Guaraciaba;138945.05;10857;12797.74
PERNAMBUCO;Calçado;54108.05;11619;4656.86
PIAUÍ;Santa Rosa do Piauí;16148.84;5304;3044.65
AMAZONAS;Eirunepé;123005.44;30901;3980.63
RIO GRANDE DO SUL;Roca Sales;218504.48;10468;20873.57
RIO GRANDE DO SUL;Santana do Livramento;877885.94;84079;10441.20
CEARÁ;Russas;441188.81;67960;6491.89
MINAS GERAIS;Porto Firme;45180.24;10989;4111.41
SANTA CATARINA;São Miguel do Oeste;594450.25;35249;16864.32
RIO GRANDE DO SUL;São Valentim do Sul;34529.40;2336;14781.42
MARANHÃO;Lagoa do Mato;36639.98;10639;3443.93
MINAS GERAIS;Cônego Marinho;25874.49;6440;4017.78
ESPIRITO SANTO;Iconha;151559.61;11901;12735.03
ESPIRITO SANTO;Santa Maria de Jetibá;531211.44;33921;15660.25
RIO DE JANEIRO;Cabo Frio;4596004.50;186004;24709.17
BAHIA;Serra do Ramalho;130961.89;31809;4117.13
PARAÍBA;Areia de Baraúnas;8848.56;2159;4098.45
MINAS GERAIS;Jequitibá;50035.24;5756;8692.71
TOCANTINS;Goiatins;83094.61;12068;6885.53
MINAS GERAIS;Lagoa Dourada;93541875.00;12265;7626.73
GOIÁS;Valparaíso de Goiás;690698125.00;123444;5595.23
BAHIA;Ribeirão do Largo;63719.89;14528;4386.01
PARAÍBA;Areia;104586.76;25648;4077.77
MINAS GERAIS;Piumhi;486778.31;32580;14941.02
MINAS GERAIS;Monte Santo de Minas;229405.00;20536;11170.87
SÃO PAULO;São Manuel;784365.25;39696;19759.30
TOCANTINS;Goianorte;40720.05;5426;7504.62
TOCANTINS;Jaú do Tocantins;31869.46;3983;8001.37
PARAÍBA;São Mamede;34872.84;7998;4360.20
MINAS GERAIS;Araçuaí;170642.77;37388;4564.11
SERGIPE;Salgado;90880.03;19101;4757.87
MINAS GERAIS;Camanducaia;217757.77;20160;10801.48
PERNAMBUCO;Saloá;62361.60;15547;4011.17
RIO GRANDE DO SUL;Tuparendi;131709.17;8866;14855.53
BAHIA;Belo Campo;54279.22;15185;3574.53
BAHIA;Canavieiras;142412.08;37041;3844.71
BAHIA;São Francisco do Conde;11437501.00;31699;360815.84
MINAS GERAIS;Inimutaba;42911.73;6713;6392.33
GOIÁS;Itaguaru;57557.49;5591;10294.67
MINAS GERAIS;São José do Mantimento;16619.52;2579;6444.17
BAHIA;Itiúba;129550.79;36996;3501.75
SANTA CATARINA;Frei Rogério;47779.55;2673;17874.88
MINAS GERAIS;Conceição da Aparecida;112542.41;10771;10448.65
PARÁ;Parauapebas;5617969.50;152777;36772.35
RIO GRANDE DO NORTE;Caicó;484225.84;63006;7685.39
PARANÁ;Iguaraçu;41197.90;3907;10544.64
MINAS GERAIS;Prata;428143.34;26857;15941.59
ALAGOAS;Lagoa da Canoa;60461.84;18196;3322.81
SERGIPE;Canindé de São Francisco;907687375.00;23005;39456.09
SANTA CATARINA;Lajeado Grande;28347.52;1485;19089.24
MATO GROSSO;Bom Jesus do Araguaia;101233.47;4792;21125.52
RIO DE JANEIRO;Itaocara;367589.19;22452;16372.22
SANTA CATARINA;Saltinho;55311.43;4178;13238.73
CEARÁ;Bela Cruz;101760.73;30900;3293.23
PARAÍBA;Mari;88334.70;21137;4179.15
MINAS GERAIS;Naque;29156.41;6154;4737.80
MATO GROSSO;Rondonópolis;4862344.00;181902;26730.57
RIO GRANDE DO SUL;Carlos Barbosa;721714.06;25866;27902.04
RIO GRANDE DO SUL;Capão do Cipó;105410.22;3485;30246.83
GOIÁS;Brazabrantes;37125.35;3345;11098.76
RIO GRANDE DO SUL;Uruguaiana;2288915.50;127045;18016.57
ALAGOAS;Cajueiro;77771.07;20825;3734.51
MINAS GERAIS;Padre Paraíso;71393.78;18891;3779.25
RIO DE JANEIRO;Sapucaia;330610.91;17356;19048.80
PARAÍBA;Jericó;31312.67;8100;3865.76
MINAS GERAIS;Veredinha;23984.68;6045;3967.69
SÃO PAULO;São Vicente;2898355.75;330795;8761.79
SANTA CATARINA;Salete;101054.38;7737;13061.18
MATO GROSSO DO SUL;Cassilândia;273076.91;21677;12597.54
SÃO PAULO;Angatuba;370607.09;23225;15957.25
BAHIA;Cafarnaum;61634.80;18314;3365.45
PARANÁ;Prado Ferreira;37012.04;3510;10544.74
PARANÁ;Pranchita;89779.75;5885;15255.69
PARAÍBA;Pedra Branca;15541.85;3861;4025.34
SÃO PAULO;Rafard;116352.23;8364;13911.08
PARÁ;Aurora do Pará;86019.95;22315;3854.80
PARANÁ;Manfrinópolis;25319.39;3283;7712.27
RIO GRANDE DO NORTE;Ielmo Marinho;65500.87;12189;5373.77
RONDÔNIA;Chupinguaia;184094.69;7843;23472.48
SANTA CATARINA;Bela Vista do Toldo;93048.16;6145;15142.09
GOIÁS;São João da Paraúna;22426.16;1672;13412.78
SÃO PAULO;Boa Esperança do Sul;147362.53;13953;10561.35
ESPIRITO SANTO;Alegre;228743.39;31143;7344.94
SÃO PAULO;Cajuru;257855.22;24313;10605.65
SÃO PAULO;Itapira;1529548.50;72657;21051.63
RIO GRANDE DO SUL;Almirante Tamandaré do Sul;58480.28;2208;26485.63
RORAIMA;Caracaraí;170841.41;19235;8881.80
SÃO PAULO;Iperó;353688.00;27526;12849.23
MINAS GERAIS;Senador Firmino;38337.66;7361;5208.21
RIO GRANDE DO SUL;Campinas do Sul;86499.99;5745;15056.57
PERNAMBUCO;Catende;147808.44;35251;4193.03
ESPIRITO SANTO;Vila Pavão;113717.19;9126;12460.79
SÃO PAULO;São José da Bela Vista;121228.29;8513;14240.37
MINAS GERAIS;Presidente Kubitschek;13797.66;3085;4472.50
SÃO PAULO;General Salgado;152542.73;10934;13951.23
SÃO PAULO;Santana da Ponte Pensa;19317.40;1616;11953.83
SANTA CATARINA;Rio Fortuna;78998.16;4648;16996.16
RIO GRANDE DO SUL;Cerro Largo;266408.50;12861;20714.45
TOCANTINS;Couto Magalhães;37384.70;5102;7327.46
MINAS GERAIS;Martins Soares;59090.82;6715;8799.82
SANTA CATARINA;Irati;26966.82;2033;13264.54
MINAS GERAIS;São José do Jacuri;32980.96;7234;4559.16
PARANÁ;Uniflor;18781.17;2495;7527.52
RIO GRANDE DO SUL;Cachoeira do Sul;1226333875.00;86557;14167.93
GOIÁS;Senador Canedo;2658435.25;77511;34297.52
RIO GRANDE DO NORTE;Portalegre;29353125.00;7082;4144.75
PARÁ;Abaetetuba;456256.94;139819;3263.20
MINAS GERAIS;João Monlevade;1316052375.00;75320;17472.81
RIO GRANDE DO SUL;Santo Augusto;221980.84;13845;16033.29
PARÁ;Juruti;272503.25;35530;7669.67
SÃO PAULO;Aparecida;392993.75;37629;10443.91
MATO GROSSO;Juscimeira;150343.08;12168;12355.61
PARÁ;Colares;37286.61;11433;3261.31
CEARÁ;Trairi;199633.52;51386;3884.98
PARANÁ;Cruzmaltina;44678.48;3128;14283.40
CEARÁ;Mulungu;46788.60;11914;3927.19
BAHIA;Cravolândia;21624.32;5713;3785.11
SANTA CATARINA;Luzerna;78719.48;5528;14240.14
SÃO PAULO;Corumbataí;90408.45;4138;21848.35
ALAGOAS;Satuba;56080.00;14779;3794.57
PARANÁ;Alto Paraíso;37717.47;3217;11724.42
PARANÁ;Assis Chateaubriand;435989.78;33023;13202.61
PARANÁ;Dois Vizinhos;639611.25;35707;17912.77
MINAS GERAIS;Diogo de Vasconcelos;19452.35;4066;4784.15
GOIÁS;Itarumã;85042.35;5490;15490.41
MARANHÃO;Estreito;269802.41;27756;9720.51
BAHIA;Rodelas;29632.92;7446;3979.71
PARÁ;Terra Santa;55202.81;16004;3449.31
BAHIA;Uauá;95182.22;25159;3783.23
PARÁ;Chaves;68304.54;20506;3330.95
CEARÁ;Acopiara;169086.69;50784;3329.53
PIAUÍ;Miguel Leão;8365.68;1212;6902.38
BAHIA;Caatiba;34616.95;9450;3663.17
GOIÁS;Araguapaz;61092.54;7780;7852.51
RIO GRANDE DO SUL;Vila Flores;80535.53;3305;24367.79
PARANÁ;Nova Cantu;79525.19;7481;10630.29
PARAÍBA;Santa Rita;1138589125.00;126775;8981.18
AMAZONAS;Manaquiri;82990.75;20836;3983.05
SANTA CATARINA;Itapiranga;513060.09;16015;32036.22
SÃO PAULO;São Carlos;4523692.50;220463;20519.06
RIO GRANDE DO NORTE;Jandaíra;26507.67;6688;3963.47
TOCANTINS;Aguiarnópolis;57169.53;4216;13560.13
RIO GRANDE DO SUL;Montauri;26309.73;1606;16382.15
PARAÍBA;Barra de Santa Rosa;54124.63;13273;4077.80
MARANHÃO;Arari;92651.42;28787;3218.52
CEARÁ;Limoeiro do Norte;356308.75;56098;6351.54
RONDÔNIA;Candeias do Jamari;231911.19;17547;13216.57
RIO GRANDE DO SUL;Nova Bréscia;42255.72;3291;12839.78
MINAS GERAIS;Canaã;28926.71;4795;6032.68
BAHIA;Mucuri;1009100.19;35501;28424.56
SÃO PAULO;Avaré;1068860.00;84416;12661.82
MINAS GERAIS;Rosário da Limeira;23792.86;4362;5454.58
RIO GRANDE DO SUL;Ipê;97232.75;6210;15657.45
RIO GRANDE DO SUL;São Luiz Gonzaga;446546.66;34999;12758.84
PARAÍBA;Belém do Brejo do Cruz;26376.35;7256;3635.11
PERNAMBUCO;Panelas;88732.62;25500;3479.71
RONDÔNIA;Jaru;650214.25;53943;12053.73
MINAS GERAIS;Congonhas;879759625.00;48723;18056.35
MINAS GERAIS;Ubaí;50889.91;12499;4071.52
MINAS GERAIS;Itumirim;38055.91;6667;5708.10
TOCANTINS;Novo Acordo;21603.13;3950;5469.15
SÃO PAULO;Itapura;61968.04;3941;15723.94
MINAS GERAIS;Tiros;92011.22;7626;12065.46
RIO GRANDE DO SUL;Vespasiano Correa;39798.57;1967;20233.13
GOIÁS;Monte Alegre de Goiás;40514.72;7466;5426.56
SANTA CATARINA;Vargem Bonita;170871.06;4279;39932.47
MINAS GERAIS;Capelinha;206330.91;34634;5957.47
MINAS GERAIS;Monte Belo;143298.66;12852;11149.91
MINAS GERAIS;Vazante;268169.06;20042;13380.36
SANTA CATARINA;Ibiam;24587.54;2060;11935.70
MINAS GERAIS;Vespasiano;1101311.25;101846;10813.50
MARANHÃO;Buritirana;48739.44;15051;3238.29
SÃO PAULO;Barão de Antonina;24476.95;2835;8633.84
RIO DE JANEIRO;Carmo;291441.22;18024;16169.62
RIO DE JANEIRO;São Pedro da Aldeia;778181.81;84866;9169.54
SÃO PAULO;Sumaré;6901888.00;241077;28629.39
MATO GROSSO DO SUL;Novo Horizonte do Sul;52382.25;4932;10620.89
PIAUÍ;Redenção do Gurguéia;29922.14;8567;3492.72
SANTA CATARINA;Galvão;52359.06;3444;15202.98
SÃO PAULO;Fernão;15919.25;1521;10466.30
RIO GRANDE DO SUL;Não-Me-Toque;439259.09;16012;27433.12
RIO GRANDE DO SUL;Viadutos;58895875.00;5728;10282.10
ACRE;Cruzeiro do Sul;684349.25;77004;8887.19
BAHIA;Euclides da Cunha;259546.77;59193;4384.75
RONDÔNIA;Campo Novo de Rondônia;132686.52;12915;10273.83
ALAGOAS;São Sebastião;123021.79;32181;3822.81
SÃO PAULO;Piedade;540496875.00;49508;10917.36
MARANHÃO;Paço do Lumiar;291564.47;103958;2804.64
MINAS GERAIS;Dores do Indaiá;117550.29;14366;8182.53
PERNAMBUCO;Olinda;2601107.50;397268;6547.49
PERNAMBUCO;Manari;61100.45;18097;3376.27
SANTA CATARINA;Pomerode;729278.81;26788;27224.09
RIO DE JANEIRO;Saquarema;784140.50;69374;11303.09
PARAÍBA;Desterro;30984.44;8191;3782.74
PARANÁ;Itaipulândia;109910.77;9349;11756.42
PIAUÍ;Francisco Ayres;17722.32;5147;3443.23
PARÁ;Altamira;608372.75;98750;6160.74
MATO GROSSO;Matupá;249672.72;15170;16458.32
SANTA CATARINA;Xaxim;538854125.00;25444;21178.04
RIO GRANDE DO NORTE;Itaú;27125.37;5999;4521.65
RIO GRANDE DO NORTE;Pedro Velho;59598.80;14118;4221.48
BAHIA;Nova Fátima;27641.49;7964;3470.80
GOIÁS;Davinópolis;22484.65;2075;10835.98
PARANÁ;Goioerê;320909.47;29704;10803.58
MINAS GERAIS;Pedrinópolis;69273.60;3586;19317.79
BAHIA;Uruçuca;80547.16;23237;3466.33
PIAUÍ;Lagoa do Piauí;19942.30;3817;5224.60
PERNAMBUCO;Calumbi;23538.69;7977;2950.82
MINAS GERAIS;Luislândia;29451.75;6727;4378.14
MINAS GERAIS;Três Pontas;539718125.00;54149;9967.28
PARANÁ;Santa Mariana;114636.95;11996;9556.27
BAHIA;Pindobaçu;62869.56;20854;3014.75
CEARÁ;Antonina do Norte;24448.78;7059;3463.49
TOCANTINS;Araguanã;37887.36;5248;7219.39
MARANHÃO;Bacurituba;17795.55;5687;3129.16
MINAS GERAIS;São Bento Abade;34052.72;4715;7222.21
MINAS GERAIS;Ibiracatu;25364.18;5936;4272.94
CEARÁ;Iguatu;602302.25;97203;6196.33
SÃO PAULO;Aspásia;18543.81;1826;10155.43
PARANÁ;Santa Isabel do Ivaí;90435.80;8621;10490.18
RIO GRANDE DO SUL;São José do Sul;25434.40;2010;12653.93
RIO GRANDE DO SUL;Vila Lângaro;38823.68;2293;16931.39
RIO GRANDE DO SUL;Esperança do Sul;34524.50;3468;9955.16
SÃO PAULO;Luiziânia;49629.59;5138;9659.32
SANTA CATARINA;Criciúma;3190218.25;188557;16919.12
RONDÔNIA;Seringueiras;130260.38;12117;10750.22
PERNAMBUCO;Machados;45951.76;11802;3893.56
BAHIA;Lajedão;27027.58;3599;7509.75
RIO GRANDE DO SUL;Santo Expedito do Sul;38706.75;2684;14421.29
PARANÁ;São João do Triunfo;95327.80;14399;6620.45
SÃO PAULO;Nhandeara;149794.81;10771;13907.23
SÃO PAULO;Rancharia;717951.94;29149;24630.41
MARANHÃO;Cajapió;22781.04;10337;2203.83
MATO GROSSO DO SUL;Bataguassu;357573625.00;19596;18247.28
MATO GROSSO DO SUL;Eldorado;121477.96;12421;9780.05
GOIÁS;Divinópolis de Goiás;35307.10;5570;6338.80
ALAGOAS;Maragogi;115097.21;26978;4266.34
MINAS GERAIS;Caputira;45615.80;9157;4981.52
SANTA CATARINA;Monte Castelo;102350.73;8328;12289.95
SÃO PAULO;Dourado;99709.08;9131;10919.84
SÃO PAULO;Nova Aliança;78971.36;5140;15364.08
RIO GRANDE DO SUL;Herveiras;32523.84;2882;11285.16
MATO GROSSO;Jangada;97908.12;8462;11570.33
SÃO PAULO;Jumirim;49320.47;2290;21537.32
SERGIPE;Capela;374330.78;28960;12925.79
RIO GRANDE DO SUL;Barros Cassal;112400.70;11879;9462.13
MINAS GERAIS;Salto da Divisa;44903.06;7157;6274.01
SANTA CATARINA;Ilhota;119382.86;12149;9826.56
TOCANTINS;Guaraí;286396.44;22530;12711.78
GOIÁS;Morrinhos;634494625.00;40838;15536.87
BAHIA;Várzea da Roça;45801.27;15171;3019.00
MATO GROSSO DO SUL;Corguinho;68084.11;4370;15579.89
BAHIA;Riachão das Neves;260520.58;23431;11118.63
ESPIRITO SANTO;Vila Velha;6041447.00;413548;14608.82
SANTA CATARINA;Timbó Grande;70663.12;7315;9660.03
TOCANTINS;Arapoema;62468.26;7029;8887.22
RIO GRANDE DO NORTE;Ipanguaçu;65991.02;14056;4694.86
PARANÁ;Ponta Grossa;5072749.00;314681;16120.29
CEARÁ;Marco;108854.39;24622;4421.02
PIAUÍ;Jatobá do Piauí;23287.57;4683;4972.79
RIO GRANDE DO SUL;Quevedos;60463.89;2839;21297.60
MATO GROSSO;Feliz Natal;166344.47;11170;14892.07
MATO GROSSO;Alta Floresta;579852.19;51414;11278.10
PARAÍBA;Cachoeira dos Índios;40478.10;8693;4656.40
BAHIA;Caculé;114526.58;22557;5077.21
PARANÁ;Lupionópolis;49499.19;4538;10907.71
PIAUÍ;São João do Piauí;73767.73;19264;3829.30
MINAS GERAIS;Bonito de Minas;31324.53;9315;3362.81
GOIÁS;Goianira;189322.39;26336;7188.73
BAHIA;Milagres;42632.41;12092;3525.67
MATO GROSSO;Porto Estrela;40506.88;4027;10058.82
MATO GROSSO DO SUL;Douradina;46228.91;5075;9109.15
MINAS GERAIS;Bias Fortes;23784.84;3881;6128.53
PARAÍBA;Gurinhém;54047.71;13998;3861.10
RIO GRANDE DO SUL;Independência;99997.73;6715;14891.69
RIO GRANDE DO NORTE;São Fernando;31728.19;3505;9052.27
RIO GRANDE DO SUL;Gramado;523359.53;33706;15527.19
PARANÁ;Loanda;210151.36;20103;10453.73
SÃO PAULO;Paraibuna;156873.70;16833;9319.41
SÃO PAULO;Monte Azul Paulista;238555.14;19741;12084.25
PARÁ;Primavera;31326.79;10993;2849.70
PARANÁ;Fernandes Pinheiro;48794.67;5696;8566.48
PERNAMBUCO;Amaraji;89110.39;20509;4344.94
MINAS GERAIS;Grão Mogol;205323.98;15177;13528.63
RIO DE JANEIRO;Rio Claro;175962.25;18366;9580.87
SANTA CATARINA;Caxambu do Sul;55876.83;4963;11258.68
